page,eng,twi
89,etymology,okasa abosé
89,etymology,nsem hyehyebea nèfibea
89,eulogy,ayeyi
89,eulogy,ṅkamfo
89,eunuch,oyítòtoni
89,eunuch,opiani
89,Europe,Abŭrokyiri
89,European,Obŭroni
89,evangelise,kã asempa
89,evangelise,-anya-mesem
89,evasion,agŭaṅ
89,evasion,nnãdã
89,evasion,ṅkataso
89,eve,aṅwummere
89,eve,anadwofã
89,eve,adesãe
89,eve,ade asã
89,evening-service,anadwofãsore
89,evening-service,aṅwummesore
89,evening-star,kyékye
89,evening-star,owúòdi
89,even,monommonom
89,even,fitã
89,even,tã
89,even,po
89,even,mpo
89,even,ara
89,even-so,sãara
89,even-so,sã pe
89,event,asem a aba
89,event,aba(ko)sem
89,eventually,aṅkã
89,ever,peṅ
89,ever,da
89,ever,da bi
89,ever,da biara
89,for-ever,dã
89,for-ever,dãy i
89,ever-since,arã
89,every,"biara (obiara, biribiara)"
89,every,ṅhĩnã
89,every-where,bãbiara
89,every-where,mmã ṅhĩnã
89,every-where,afã
89,evidence,adanse
89,to give evidence,di ad
89,evil,bone
89,do evil,ye b
89,evil,adebone
89,evil-eye,anikye
89,evoke,fre..ba
89,evoke,yi ..mfẽfẽwã
89,evoke,yi..tui
89,ewe,oguammére
89,ewer,nsu-kŭrúwá
89,ewer,aguáséṅ-k
89,exactly,pe
89,exactly,pepe
89,exactly,pepẽpe
89,exactly,ta
89,exactly,fefẽfe
89,exactness,pepẽpeye
89,exactness,fefẽfeye
89,exalt,mã so
89,exalt,kamfo
89,exalt,yi aye
89,exaltation of one's self,ahõmãso
89,exaltation of one's self,ah.adwene
89,exaltation of one's self,ahõkyere
89,examine,bisab-
89,examine,fwefwẽ mu
89,examine,pẽpẽ-
89,examine,so..fwẽ
89,examine,tase akyiri
89,examine-self,ko or tu ne tirim agyina
91,expatiation,mmɔ̃-mâhɔ
91,expect,fwɛ..kwaṅ
91,expect,twɛṅ (obi)
91,expedite,mã wode kɔ (ntem)
91,expedite,-eko so
91,expedition,osoma
91,expedition,(war-)osatu
91,expedition,(voyage) omaṅ or asase bi so asrasra
91,expel,pam
91,expel,tu
91,expel,yi
91,expel,gu
91,expense,adefwerede
91,expense,sika a woafwɛre
91,expense,ka a woabɔ
91,experience,sɔ..fwɛ
91,experience,sũa..hũ
91,experience,nyã brb. hɔ adwene
91,experience,fwɛ brb. akyi hũ
91,experience,ofwɛhũ
91,experience,osũahũ
91,experiment,okekãfwɛ
91,experiment,osɔfwɛ
91,expiate,pata
91,expiation,mpátá
91,expire,gyau mu
91,expire,wu
91,expire,(fig.) sã
91,expire,hĩ
91,expire,wie du
91,expire,[kyereky.mu]
91,explain,kã..kyere
91,explain,kyere ase
91,explanation,ṅkyerease
91,explanation,ṅkyerekyerɛmu
91,explanation,mmɔmâhɔ
91,explicate,sãṅ mu
91,explicate,sebere
91,explicate,kyere..ase
91,explicate,-mu
91,explication,ṅkyerekyerɛmu
91,explosion,opae
91,explosion,oturu
91,export,tɔṅ agũade kɔ amaṅ bi so
91,export,soa aguade kyini
91,export,agũade a wode kɔ(tɔṅ) amaṅ bi so
91,export,soakyini
91,"exposed, to be-",..hɔ da hɔ
91,express,kã
91,express,(indicate) kyere
91,express,(exhibit) yi
91,express,yi..kyere
91,express,obɔfó
91,express,osomáfó
91,expression,akasatomme
91,expression,okasatiã
91,expression,akasabɛbui
91,extend,bae mu
91,extend,go-
91,extend,tere-
91,extend,yere-
91,extend,tɛe
91,extension,cf. enlargement
91,extensive,kese
91,extensive,teterɛ
91,extensive,hãhãrã
91,exterior,ehɔ
91,exterior,akyi
91,exterior,akyiri
91,"extinct, extinguish",dum
91,"extinct, extinguish",kum
91,extirpate,tu
91,extirpate,tu ntini
91,extirpate,kum
91,extirpate,gu
91,extirpate,tore ase
91,extol,yi ayɛ
91,extol,kamfo
91,extol,mã diṅ so
91,extol,bɔ diṅ (pa)
91,extol,mɔmã
91,extol,mɛmã
91,extort,si apempem
91,extort,gye brb. abɛraṅso
91,extort,di amim
91,extort,(money) bɔ apɔ
91,extra,ṅkàhɔ
91,extra,adàṅkyéṅ
91,extract,twɛ..fi mu
91,extract,yi-
91,extract,pau mu
91,extraordinary,it is-
91,extraordinary,enyɛ ano bi ni
91,"extravagant, to be-",bɔ ahofwi
91,extreme,ano nohɔ toṅṅ
91,extreme,akyiriky-
91,extreme,ṅkɔa
91,extreme,uṭeṅtenuɔa
91,extreme,(excess) ntraso
91,extreme,"phr. it stands between the two -s, egyina ntraso abieṅ no ntam"
91,extremely,bebɛrebé
91,extremely,sɛ brb
92,extuberance,ọhọn
92,extuberance,gyapém
92,extuberance,pim
92,exuberance,mmuso
92,exuberance,mmoroso
92,exuberance,ntraso
92,exuberance,hūhūyo
92,exude,dua něně
92,exude,wobọ dua hōa
92,exude,nsu fifi hō
92,exult,di ahurusi
92,eye,ani
92,eye,aniwa
92,eye,ohū
92,eye,adehū
92,eye,fwe
92,eye,gyen
92,eye,sra
92,eyeball,aniwa kúrutiayisi
92,eyeball,ke
92,eyebrow,ntọṅkā
92,eyebrow,As. ani ntọṅ
92,eyelashes,ani akyi họnọ
92,one-eyed,anitore
92,swelling of the eye,ọdéhyé
92,Fable,anansesẹm
92,Fable,ayesẹm
92,fable,boa
92,fable,di atoro
92,fable,toro
92,fabric,adwinnau
92,fabric,adwinni
92,fabric,dwumadau
92,fabric,adwinnsa
92,fabric,adwinne
92,fabricate,di adwini
92,fabricate,hye kubo
92,fabricate,ye kafekatwọ
92,fabricate,ye dutu
92,face,anim
92,face,ani
92,face,eso
92,face,de bare ani
92,long-faced,n'anim bánsonn
92,facile,nea enye deṅ
92,facile,enye yo nã
92,fact,asẹmpa
92,fact,enyé ayesẹm
92,fact,nokware
92,fact,adeye
92,fact,ade a woaye or aye ampa
92,factor,agụadidaṅ so fwefo
92,factor,agụadi
92,factor,anaụmusifo
92,factor,tintimdwuma so fwefo
92,factory,agụadidaṅ
92,factory,nsaanodwumayebea
92,factory,adwinnau
92,faculty,tirim
92,faculty,adwene
92,faculty,nimdeẹ
92,faculty,nyansã
92,faculty,ahọgdeṅ
92,fade,guaú
92,fade,kisã
92,fade,nyãm
92,fade,po
92,fade,pa
92,fade,foṅ
92,fade,twãm
92,fade,yera
92,fade,hāra
92,fade,osram ayera
92,fade,bótō
92,fade,kagyau
92,fag,bere
92,fag,hye bere
92,fagot,babāyémfĩ
92,fagot,bobāyénteṅ
92,fail,ka
92,fail,nni họ
92,fail,fọm
92,fail,gyae
92,fail,gyau
92,fail,pẽ we
92,fail,bọ
92,fail,aṅkã adàgyé bẹbọ me
92,failing,mfọmso
92,failing,anifaso
92,failing,opẽwe
92,failing,akabọ
92,failing,egụabo
92,faint,tọ piti
92,faint,berau
92,faint,dobosã
92,faint,twã
92,faint,ye siãmọ
92,faint,pa abau
92,faint,home tẹu
92,faint,n'ani so biri no
92,faint,etwàre no
92,faint,watwa
92,faint-ly,bèrēō
92,faint-ly,bètē
92,faint-ly,bòkō
92,fair,fẹfé
92,fair,fitā
92,fair,yiyé
92,fair,pa
92,fair,tẽ
92,fair,pòtẽ
92,fair,immere
92,fair,fé
92,fair,péfé
92,fair-speech,anodéfẹdẹfe
92,faith,gyidi
92,faith,nokwaredi
92,faith,ọsom
92,faithful,di nokware
92,faithless,nni nokware
92,faithless,ye ṅkóntompo
92,faithless,ṅkoṅkoṅsá
92,fall,asefwe
92,fall,afweasee
92,fall,nterehọ
92,fall,akóbọ
92,fall,ọwae
92,fall,tọ
92,fall,fwe
92,fall,ase
92,fall,gu
92,fall,buru
92,fall,dwiri
92,fall,so hūaṅ
92,fall,twẽ
92,fall-in with enemy,de so ani
92,fall-in with enemy,de bare ani
92,fall-off,bọ kọ
92,fall-off,wae
92,fall-off,fi hō
92,fall-asleep,tọ ṅko
92,fall-asleep,da
92,fall-asleep,fa mu da
92,fall-short,tọ mu
92,fall-upon s. b.,toa
93,false,hunu
93,false,toro
93,false,ennim
93,false witness,adansekũrum
93,false witness,odanse-kũrumfo
93,falsehood,abra
93,falsehood,ṅkontompo
93,falsehood,ṅkoṅkoṅsa
93,falsehood (lie),atoro
93,falsehood (lie),otoro
93,falsehood (F. As.),àpan
93,falsehood (F. As.),àpautwá
93,falsehood (tell-),di atoro
93,falsehood (tell-),torọ
93,falter (of voice),po dodo
93,falter (waver),hintiu
93,falter (waver),sunti
93,falter (waver),hiṅhim
93,falter (waver),tọntintaṅ
93,falter (fig.),fõm
93,fame,ṅkã
93,fame,ateṅkã
93,fame,diṅ
93,fame,hõ asem
93,familiar,ani kã
93,familiar,kokwa..anim
93,familiar,nea obi nè..di atirumusem
93,familiar,o-nè..ko nnakãranna
93,familiarity,akãpimafwé
93,familiarity,nnákãránná
93,familiarity,abusũabo
93,family,abusũa
93,family,ofi
93,family,fifo
93,family,mpoṅ nè ne mma
93,family,oyere nè mma
93,family (person of good-),obiba
93,family (kindred),ntoṅ
93,family (Ak.),ntóro
93,family (Ak.),abusũabaṅ
93,famine,okom
93,famous,nea agye diṅ
93,famous,wokamfo
93,famous,ahye
93,famous,woate ṅkã
93,fan,pàpa
93,fan,fitae
93,fan,ṅhũso apawa
93,fan-palm,kubé
93,fan-palm (v.),fita
93,fan-palm (v.),hũ so
93,fanaticism,osõmkyē
93,fanaticism,osõmtráso
93,fang,aboa sēbommọfo
93,far,akyiri
93,far,akyiriky-
93,far,nsreṅso
93,far,tọṅṅ
93,far (do not go -er),mã ensõ ha ara
93,far (v. it is-),ntam pãṅ
93,far (v. it is-),emu twẽ
93,far (v. it is-),eware
93,far (As.),ewa
93,fare,te
93,fare,di
93,farewell,ṅkãra
93,farewell,nanteyiye
93,farm,afu(o)
93,farm,akurā
93,farm,pl. ṅk
93,farmer,okuafo
93,farmer,ofumni
93,fart,tá
93,fart,bae..hõ
93,fart,okuraaseni
93,farther,cf. further
93,farthermore,bio (biem)
93,farthermore,saṅkyiri
93,farthing,obãṅ
93,farthing,poafã
93,farrow,prąkoba
93,fashion,su nè baṅ
93,fashion,yebea
93,fashion,di-bea
93,fashion,amánne
93,fashion (after of Europeans),bõrofom
93,fast,di abuada
93,fast (muada),muada
93,fast,deṅ
93,fast,dennéṅ
93,fast,pintiṅ
93,fast,ntem
93,fast (so),ohareso
93,fast (make - in the ground),siu ase
93,fasten,mã eye deṅ
93,fasten,etim
93,fasten,kyekyere
93,fasten,bọm
93,fasten,kã..bọm
93,fasten,kã..tom
93,fasten,tua(ano)
93,fasten,de..bọ hõ
93,fasten (sheep),sã
93,fasten (sheep),mantam
93,fat,srade
93,fat,awoṅṅuá
93,fat (dripping with-),sòkõmm
93,fat (nãm no hõ wọ srade sòk or sòsò),nãm no hõ wọ srade sòk or sòsò
93,fat,kese
93,fat,fọfọ
93,fat,dùkud-
93,fat (to be-),do
93,fat (to be-),do srade
93,fat (to be-),ye kese
93,fat (to be-),oběraṅ
93,fatality,nnurui
93,fatality,abeduru
93,fatality,ohyebea
93,fatality,owuhy
93,fata morgana,kũmafrọte
93,fate,ohyebea
93,fate,ṅkãrabea
93,fate,anyãṅkónne
93,fate,abãrawie
93,fate,awiei
93,fate (mortality),owu
93,fate (mortality),osee
93,fate (cause of-),awuse
94,father,agya
94,father,ose
94,father,obanintaṅ
94,father-in-law,ase
94,father-in-law,okunu or oyere agya
94,father-land,ofie
94,father-land,agya omaṅ
94,father-kurom,kŭrom
94,fathom,abasam
94,fathom,esiṅ
94,fathom,pl.asinas-
94,fathom,susu (po) mu dọ
94,fatigue,hyẹ obere
94,fatigue,hau
94,fatigue,gŭaṅ hŏ
94,fatigue,fĕnă
94,to be fatigue,bere
94,to be fatigue,fa obere
94,fatigue,obere
94,fatigue,ohau
94,fatten,dọ srade
94,fault,mfŏmso
94,fault,bone
94,fault,mmăratŏ
94,favour,anuonyamhyẹ
94,favour,odŏm
94,favour,anisọ
94,favour,dŏm
94,favour,hyẹ anuonyam
94,favour,mã anim ba nyam
94,assist,di boa
94,support,wau
94,spare,kyee so
94,favour each other,di akăpimafwẹ
94,favourite,oyŏṅkŏpa
94,favourite,okăfo
94,favourite,nea me nè no kă
94,fear,suro
94,fear,hŏ popo or -kă
94,fear,feré
94,to give offence,suro adọna
94,fear,ehŭ
94,fear,osuro
94,fear,abotú
94,fear,akŏmatú
94,fear,ahŏpopó
94,fearful,yẹ hŭ
94,fearful,ohŭfo
94,fearful,suro
94,fearful,ehŏ yẹ hŭ
94,fearful,yi hŭ
94,fearful,ahĭ
94,fearless,nea onnim hŭ
94,fearless,onsuro
94,fearless,oye obotí
94,fearlessness,abogdúru
94,fearlessness,kokodúru
94,fearlessness,akokobiri
94,feast,tŏ poṅ
94,feast,gye..ani
94,feast,apontŏ
94,feast,afăhye
94,eating enough,didimĕ
94,eating with friends,ayoṅkŏgoru
94,feather,ntakăra
94,feather,ntahua
94,get feather,fŭ ntakăra
94,feature,ani
94,feature,anim
94,feature,su
94,feature,baṅ
94,feature,nipa
94,federation,biakŏyẹ
94,federation,apăm
94,fetish,abosonnŏm
94,fee,akatua
94,fee,asẹde
94,fee for acquittance,abenne
94,share of fees for attending a palaver,abagŭadé
94,feeble,mméré
94,feeble,bètē
94,feeble,bòkō
94,feeble,dufud-
94,feeble,pósoposo
94,feed,yèṅ
94,feed,mã aduaṅ
94,feed,bọ akoṅhăma
94,feed upon,wẹ
94,feed upon,di
94,feed upon,didi
94,feed upon,te so
94,feel,hŭ
94,feel,te
94,feel,de nsa kă
94,feel,kekă
94,feeler,ukâte
94,feeling,ṅkáté
94,feeling,mmeṅ
94,feet,naṅ
94,feet,anaṅ
94,fell,bu
94,fell,twa
94,fell,tŏ (nnua)
94,fell,bu ano
94,fellow,awẹ
94,fellow,oyŏṅkŏ
94,fellow,afe
94,fellow,pl.mfefo
94,fellow,ohŏkăfo
94,fellow,akoa
94,fellow,onipa
94,poor fellow,ohĭani
94,poor fellow,odesènĭ
94,poor fellow,akwanihŭmăni
94,fellow servant,awurakwă
94,fellow slave,awurakwă
94,fellow ship,ayoṅkŏfa
94,fellow wife,kórà
94,fellow wife,pl. korăfó
94,felon,odeboneyefo
94,felon,nea óyè kwasiămaṅkwă
94,female,obea
94,female,obere
94,feminine,obă
94,female slave,afănă
94,female servant,abăwa
94,female servant,pl. mm-
94,fen,marsh
94,fence,baṅ
94,fence,gye baṅ
94,fence,bọ-
95,ferment,mmọkau
95,ferment,ọdáè
95,ferment,pae
95,ferment,pū ahuru
95,ferment,ka(u)
95,fern,ayá
95,fern,tumétumė
95,ferocious,nea oyẹ kekã
95,ferocious,n'a-ni yẹ hye
95,ferocious,agyigyā
95,ferry,twa asu
95,ferry,hare twa
95,ferry-cord,ọháṅ
95,ferry-man,ọhaṅfo
95,ferry,asutwaree
95,ferry-boat,ọkóró
95,fertile,to be-
95,fertile,sō aba
95,fertile,ba aduaṅ
95,fervent,to be-
95,fervent,yẹ hye
95,fervent,huru
95,fervent,bọ mmọdeṅ
95,fervour,ayamyi
95,fervour,mmọdeṅbọ
95,fester,pọrọ
95,fester,fi mogyasufunu
95,festival,dapa
95,festival,dapọna
95,festival,afǎhye
95,festival (anniversary),afedi
95,festival (anniversary),afrihyiadi
95,festival (mission),asempaterefǎ
95,fetch,kofa..ba
95,fetch,gye
95,fetch,twẽ .ba
95,fetish,obosom
95,fetish,asūmaṅ
95,fetish-kabere,kabere
95,fetish-bell,nnā
95,fetish-bell,akonna-wuru
95,fetish-grove,bosompọ
95,fetish-house,obosombū
95,fetish-man,obosomsofo
95,fetish-man,obosomfo
95,fetish-man,ọkọmfo
95,fetish-pot,kúnkūma
95,fetish-slave,abosọṅkwā
95,fetter,to pokyere
95,fetter,gu ṅkọnsọṅ-kọnsọṅ
95,fetter,bọ pã
95,fetter (by handcuffs),to adansa
95,fetters,mpokyere (for feet)
95,fetus,ọyafunum
95,fetus,a wotwǎ mu ba
95,fever,atiridii
95,fever,hurae
95,fever,oyare
95,few,kakra
95,few,ketewa
95,few,kakrābi
95,few,ketewābi
95,few,kūmābi
95,few,bi
95,few,binom
95,"fibre, dry-",bahá
95,"fibre, dry-",ẹdọ(wa)
95,"fibre, dry-",nsémma
95,"fibre, dry-",mfiriwá
95,"fibre, dry-",mmọfūma
95,fickle,nea n'adwene (asẹm) nté bo koro so
95,fickle,odi adannaṅ
95,fickle,ogyigya
95,fickle,fàtafata
95,fickle,kàbiotie
95,fiction,anansesẹm
95,fiction,ayesẹm
95,fiction,atoro
95,fiddle,ọsaṅkū
95,field,afu
95,field,mfuwa
95,field,wuram
95,field,sarem
95,field,sareso
95,field,petẽ mu
95,field (war),osa
95,field (battle),akọẽ
95,field-marshal,osahene
95,field-marshal,osafohempányiṅ
95,field-marshal,osafoheṅkūnini
95,fierce,ọkekāfo
95,fierce,ọkokobirifo
95,fierce (to be-),yẹ kekã
95,fierce (to be-),ani yẹ hye
95,fierce (to be-),ani yẹ kràmākr-
95,fierce (to be-),yẹ akakabénne
95,fife,bọtọwá
95,fife,atẹṅtebẹṅ
95,fifer,bọtọwahyẹṅfo
95,fifteen,(e)dunnum
95,fifteenth,nea etĩa or ẹto so d
95,fifth,ẹto so or etĩa nnum
95,fifty,adunonum
95,fig,ọdọmá
95,fig,borọdoma
95,fig,ọfọntọ aba
95,fight,ọkọ
95,fight,ọsá
95,fight,ntọkwakọ
95,fight,mmātọkwa
95,fight,aperepérédi
95,fight,kọ
95,fight,kọ dọm
95,fight,kọ ntọkwa
95,fight,kọ mmātọkwa
95,fight,di..akátrám
95,fight,di aperepere
95,fight (for play or amusement),di aguma
95,fight (for play or amusement),di ayénsiṅ
95,figure,subaṅ
95,figure,nipadua
95,figure (picture),mfonini
95,figure (idol),ohoni
95,figure (sign),ṅfwẹso
95,figure (sign),sẹṅkyerẹṅe
95,figure (letter),ṅkyerẹué
95,figure (letter),ṅkurukyerẹē
95,figure (decorations on anyth.),sãmã
95,figure (decorations on anyth.),nsãmã
96,filch,v. ṷia
96,filch,bọ krọṅ
96,filch,krọno
96,filch,bẹu
96,filch,bebeu
96,file,v. s̃ina (ṅhènė)
96,file,baṅ (ọde n.a.)
96,file,n. kitae
96,file,tẅitae
96,file,(milit.) as̃āfo kyerẹpeṅ
96,file,"of dried snails, ṅwabẽnā"
96,filings,n. (dade n.a. hō) mpọrọ̀pórowa
96,fill,v. ye mã
96,fill,hye mã
96,fill,gu mã
96,fill,mẽ
96,fill,hye (nsā)
96,fill,"up, hyia..so"
96,filter,v. sọṅ so
96,filter,sọne-
96,filter,n. nsubo
96,filter,sọṅẽ
96,filter,sọneẹ
96,filth,n. efĩ
96,filth,buru
96,filth,mpebebė
96,filth,ne hō mp! = ne hō nseṃmọne dọs̃ō
96,fin,n. ntẹte
96,fin,mpatā akyi birimmirim
96,final,a nea eẅie
96,final,ekum auo
96,final,ano pem
96,final,semprẹkō
96,finally,ad. n'aẅiei no
96,finally,nea wọde ẅie no
96,finally,etẅa to no
96,find,v. hṷ
96,find,to
96,find,nyā
96,find,(a hidden treasure) tu ahṷ
96,find,ahṷtu
96,fine,a fe
96,fine,fefẹ
96,fine,kámā
96,fine,guaṅ
96,fine,osó
96,fine,v. gye sika
96,fine,di..kasa
96,fine,n. sika wogye obi
96,fine,akasadi
96,fine,"for offence, aṭenyi"
96,fine,mmăratōde
96,finger,n. usateā
96,finger,teawa
96,finger,"ring, kā"
96,finger,kàwá
96,finger,kinds: kàpó
96,finger,petea
96,finger,nọmáfuru
96,finger,tọṅkọkā
96,finish,v. ẅie
96,finish,ẅie ye
96,finish,kum ano
96,finish,sà
96,finish,"he has -ed his speech, n'ano ato"
96,finish,asi
96,finish,phr. mã n'ano 'nsi
96,fire,n. ogya
96,fire,nnyahyee
96,fire,"brand, gyentia"
96,fire,pl. nny-
96,fire,"engine, afiri a wọde dum nnyahyėė"
96,fire,"place, as̃āmorofi"
96,fire,muka
96,fire,mukyia
96,fire,"tongs, n. pl. adábáu"
96,fire,"wood, ogya"
96,fire,a-nyáṅ
96,fire,nnyína
96,fire,nnyéntia
96,firm,"a. to be-, ye deṅ"
96,firm,tim họ
96,firm,si họ pintiṅṅ
96,firm,"for fight, si ntọkwanaṅ"
96,firmly,ad. pintiṅṅ
96,firmly,tim tim
96,firmament,n. ẅim
96,firmament,ọsoro
96,firmament,ntremu
96,firmament,nyame-ani
96,first,a.kaṅ
96,first,kaṅkyerekyere
96,first,"chief, a. titiri"
96,first,kṷnini
96,first,§ 83
96,first,"130, 5"
96,first,"born, n. abákáṅ"
96,first,pl. mm-
96,fish,n. eṅãm
96,fish,nsunãm
96,fish,apatā
96,fish,sea- ponãm: esiré (oyáká)
96,fish,bās̃èẅí
96,fish,nsikowá
96,fish,áṅtere
96,fish,kokrompanei
96,fish,émmáṅ
96,fish,ṅkramfóá
96,fish,Ak. -fãṅ
96,fish,river- asubọteṅ mu nãm: kōbi
96,fish,apatére
96,fish,adẅéne
96,fish,ọdọ
96,fish,ȧkusu
96,fish,ṷkáwa
96,fish,tére
96,fish,"hook, darewa"
96,fish,"large, tọṅkogyei"
96,fish,v. yi mpatā
96,fish,nãm
96,fish,"on sea, ko po"
96,fish,"by net, gu asau"
96,fish,"by hook, to darewá"
96,fisher,"man, n. ọpofoni"
96,fisher,pl. a-pofofo
96,fisher,"net, àsau"
96,fisher,adẅokú
96,fisher,adẅeṅyikno
96,fisher,akyé
96,fisher,atŕá
96,fisher,boā
96,fisher,ẹbóa
96,fist,n. kutūrukú
96,fist,kutūrumọá
96,fist,tẅere
96,fist,Ak. tẅedee
96,fit,"a. to be-, fata"
96,fit,sẹ
96,fit,di
96,fit,edi sa
96,fit,"for, sọ"
96,fit,phr. ásọ di
96,fit,kã
96,fit,ye
97,fit,fata
97,fit,fata so
97,fit,sẹ
97,fit,kọ yiye
97,fit,si so
97,fit,ensi so
97,fit,hyehyẹ
97,fit,kekã
97,fit,wura
97,fit,mĩa
97,five,anum
97,five,nnum
97,fix,bọ
97,fix,bọ mu
97,fix,tua
97,fix,hye
97,fix,tim
97,fix,hye da
97,flabby,bọkọ
97,flabby,betẹ
97,flabby,bōbō
97,flag,ofránkã
97,flag,hoist a-
97,flag,hodwọ
97,flag,botọ
97,flame,ogyafrámá
97,flame,ogyatẹkrẹmá
97,flame,dẹu frámframfr-
97,flannel,okŭntūtam
97,flap,bọ
97,flap,bọm'
97,flap,bọ nsam
97,flap,nta
97,flash,pa anyinam
97,flask,tumpaṅ
97,flask,prentoa
97,flask,bọrotoa
97,flask,abọdeammọ
97,flask,toã
97,flat,tẹre
97,flat,tẹtẹrẹ
97,flat,trátrá
97,flat,fráfrá
97,flatter,defedefe
97,flatter,bọ adafa
97,flatter,to tẹkrẹmãkyéne
97,flatter,okorokoro n'ano kyerẹ me
97,flatterer,anodefo
97,flatterer,tẹkrẹmãkyenetofo
97,flatterer,adafabọfo
97,flattery,anodé
97,flattery,adafabọ
97,flattery,tẹkrẹmãkyene
97,flattery,enye me anode ō
97,flatulence,ahōbae
97,flatulence,ahuhude
97,flavour,ode
97,flavour,ohũãm
97,flay,gua
97,flay,worọ nhõma
97,flay,wore kotoku
97,flea,okrãmaṅḍwu
97,flea,ḍwie
97,fledge,anõma a wafū ntakãra
97,flee,gũaṅ
97,flee,bọ nehõ aguã
97,fleece,oguaṅhwĩ
97,fleece,woatwa
97,fleet,hyeṅkū
97,fleet,hy.-asafo
97,fleet,hyeṅnodo
97,flesh,eṇãm
97,flesh,hõnam
97,flesh,ohurī
97,flesh,ohuriẹ
97,flesh,ṅwãnsanã
97,flesh,oteṅ
97,flexible,fã
97,flexible,fèfã
97,flexible,fãṅṅ
97,flexible,twã
97,flight,agũaṅ
97,fling,tō
97,fling,tō..kyene
97,fling,gu
97,fling,bọ..gu
97,flint,twẹrebo
97,flirt,tō kyene
97,flirt,fẅim
97,flirt,di hõ fe
97,flirt,pe mmã
97,flirtation,mmã akyidi
97,flirtation,pe
97,flit,cf. flutter
97,flittermouse,cf. bat
97,float,tẹu ani
97,float,tenteṅ ani
97,flock,asafo
97,flock,kū
97,flock,ṅnuaṅkū
97,flog,fẅe
97,flog,bọ
97,flog,bóro
97,flog,kã or bọ..mmã
97,flog,di abã
97,flood,nsuyiri
97,flood,nsu a abọ or ẹpram
97,floor,fam
97,floor,nsēūẹ
97,floor,aborobã
97,flour,osĩãm
97,flour,asikresĩãm
97,flour,awĩ
97,flour,kyekyere
97,flourish,fefe
97,flourish,gu úfẅireṅ
97,flourish,hoahoa nehõ
97,flow,sẽṅ
97,flow,sene
97,flow,tẹe
97,flow,tene
97,flower,ṅfẅireú
97,fluctuate,hiṅhim
98,flue,oẇisikwaṅ
98,flue,oẇ-nam
98,fluency (of speech),anotee
98,fluency (of speech),ano a ate
98,fluid,nsu
98,fluid,emu nsu
98,fluid,asẽnne
98,flute,ateṅtebẽṅ
98,flute,botowá
98,flute,mm-
98,flute,hyeṅ at. or bot
98,flutter,ahiṅhimdi
98,flutter,ahõyera
98,flutteringly,kàtirikàtiri
98,flutteringly,ne bo (kōma) tutu k.
98,flutteringly,ne bo pere ne yam k.
98,flutter,bo ntabaṅ mu
98,flutter,tu fataf-
98,flutter (fig.),tutu or pere kàtirik-
98,fly,úwãnsanã
98,fly,tu
98,fly,mmirika
98,fly,gũaṅ
98,fly (spread),hye(hye)
98,fly (spread),hyeta
98,fly (phr.),n'asɛm a-hye
98,fly (phr.),ne diṅ hyetae
98,flying ant,mpiéṅṅó
98,flying ant,asisirape
98,flying ant,ebo
98,foal,opoṅkoba
98,foam,ahuru
98,foam,pū or yɛ ahuru
98,fodder,mã (mmoa) aduaṅ
98,fodder,mmoa-aduaṅ
98,foe,otamfo
98,foe (army),edom
98,foetus,awotwã mu ba
98,fog,omunuṅkun
98,fog,kusukûkû
98,foggy (weather),osoro a-kata
98,foggy (weather),anim ak-
98,foggy (weather),akã asi
98,fold,bubu
98,fold,bobo(u)
98,fold,bu ano
98,fold (thrice),bo hõ mmiɛnsã
98,foliage,úhabaṅ
98,folk,omaṅ
98,folk,asàfo
98,follow,di akyi(ri)
98,follow,ti
98,follow,tiu
98,follow (fig.),tie
98,follow (fig.),sũa
98,follow (fig.),sòm
98,follow (in a long train),wũ (obi)
98,follower,okyidifo
98,follower,osũani
98,follower,gyaseni
98,folly,ṅkwaseade
98,folly,ṅkwaseasɛm
98,folly,agyimisɛm
98,foment,tõ
98,foment,tõtõ
98,fondle,koko
98,fondle,korokoro (oba)
98,fondle,gyigye
98,fondness,okoko
98,fondness,ope
98,fondness,odo
98,food,aduaṅ
98,food,adibane
98,fool,okwasea
98,fool,okwapae
98,fool,osesafo
98,fool,ogyennyentwi
98,fool,ogyimfo
98,fool,aboa
98,fool,tiboṅkósó
98,"foolish, to be-",di ṅkwaseasɛm
98,"foolish, to be-",nni ti
98,foolishness,kwaseasɛm
98,foolishness,kwātée
98,foolishness,oye kw
98,foot,enaṅ
98,foot (hoof),tote
98,foot (light-ed),naṅ ye hare
98,foot (fig.),ase
98,foot (sole of -),oṅámmoṅmù
98,foot (-step),oṅámmoṅ
98,foot,nam
98,foot (red.),nennam
98,foot (red.),nante
98,footing,naṅsibea
98,footing,gyinabea
98,footing (fam),pomasibere
98,footing (good-),nsãsodi
98,footing (good-),gyinae pa
98,footpath,okwaṅ nammoṅkoro
98,footpath (war-),òsá
98,footpath (war-),kwaṅ
98,footring,naṅṅwẽa so kā
98,footstep,oṅámmoṅ
98,footstep,naṅ sibea
98,footstool,naṅase agua
98,footstool,mâṅó ntiasó
98,foppery,kwaseá
98,foppery,aseresere
98,foppery,kwātée
98,for,dé
98,for (as -me),mé dé (meko)
98,for (to or ka me),ṅkõ a
99,for,mã
99,for,sie
99,for,oye mã me
99,for,obi unõm nsu nsie opé
99,for,n. uti
99,for,anañmu
99,for,nà
99,for,efise
